content,topic
"Отец летчика Аркадия Грачева, посадившего Falcon 10 в Афганистане, назвал случившееся подвигом. Подробности происшествия он раскрыл в беседе с «Известиями».
Мужчина также назвал сына пилотом от бога и рассказал, что ранее тот перевозил тяжелобольных со всего мира: из Египта, Армении, Казахстана. Кроме того, отец Грачева признался, что, когда он узнал о крушении самолета, был уверен, что сыну спастись не удалось, поскольку шанс выжить при такой аварии в горах минимален.
Материалы по теме:
Появились первые фото выживших в крушении самолета в Афганистане. Один из них смог дойти до деревни и попросить помощи
Сегодня
Выживший при падении Falcon 10 в Афганистане дошел до села и жестами попросил о помощи. Что известно об авиакатастрофе?
Сегодня
Когда позже родителю пилота сообщили, что Аркадий жив, он не мог в это поверить. «Как возможно посадить самолет в горах ночью, в снегу! Как это возможно!» — поразился отец Грачева.
Он добавил, что все выжившие в авиакатастрофе россияне сейчас находятся в посольстве России в Кабуле, а МЧС РФ готовит вертолет, чтобы перевезти их на родину.
Ранее афганское радио Hurriyat опубликовало первые фото с выжившими при крушении самолета Falcon 10 в Афганистане россиянами. На лицах пострадавших видны раны и следы обморожения.",7
"Около 200 пилотов российской авиакомпании Azur Air оказались под угрозой увольнения по вине начальства, которое установило тренажер фирмы Boeing с нарушениями законодательства. Об этом сообщил Telegram-канал Mash.
По данным источника, авиакомпания представила первый в стране полнопилотажный симулятор Boeing 757/767 в ноябре 2022 года. Перевозчик успел заказать и привезти тренажер до ужесточения санкций, однако после начала специальной военной операции (СВО) американский производитель отказался поддерживать эксплуатацию техники, в частности — запретил присылать экспертов по установке агрегата.
Материалы по теме:
Один день из жизни самолета. Как все устроено?
Реклама
19 апреля 2023
Самолеты Boeing разваливаются прямо в воздухе. Это уже привело к двум катастрофам. Грозит ли опасность россиянам?
11 января 2024
Тогда по требованию генерального директора Azur Air Евгения Королева тренажер самостоятельно установили в центре подготовки пилотов во Внуково. Для этого пришлось углубить пол на два сантиметра и надстроить третий этаж. Позже выяснилось, что авиакомпания нарушила запрет на реконструкцию стратегически важного объекта, который охраняется Вооруженными силами (ВС) РФ.
Как пишет Mash, транспортная прокуратура узнала о произошедшем в конце 2023 года и организовала проверку. В итоге авиакомпанию может ждать наказание, а около 200 пилотов, которые учились на тренажере, — лишение лицензий и отстранение от полетов.
Ранее Госавианадзор пригрозил «Уральским авиалиниям» серьезной проверкой по техническому обслуживанию самолетов. Стало известно, что пилоты перевозчика два дня пытались запустить в небо борт с неисправным двигателем.",7
"Житель Австралии оказался под угрозой тюрьмы после того, как по незнанию привез в Россию контрабандные часы за восемь миллионов рублей. Об этом сообщает Федеральная таможенная служба (ФТС).
37-летний иностранец прибыл в московский аэропорт Домодедово из Дубая. Во время прохождения «зеленого» коридора таможенники задержали пассажира, заметив у него незадекларированные швейцарские часы Audemars Piguet. Уточняется, что австралиец сам снял аксессуар с запястья и заявил, что не знал о необходимости платить сбор.
Материалы по теме:
Кокаиновый ром, подставные дельфины и дроны с драгоценностями.Как контрабандисты переправляют товар через границу России
7 ноября 2023
Звезды и миллиардеры вложились в искусственные бриллианты.Как поддельные драгоценности завоевывают мир?
17 декабря 2023
По данным экспертизы, изделие относится к последней коллекции Royal Oak. Корпус, а также стрелки часов выполнены из розового золота, стекло — из сапфира, а ремешок — из кожи аллигатора. В общей сложности объем неуплаченных таможенных сборов составил два миллиона рублей.
Правонарушение иностранца квалифицируется по части 1 статьи 226.1 УК РФ («Контрабанда стратегически важных товаров и ресурсов»). Путешественнику грозит лишение свободы до семи лет и штраф в размере до миллиона рублей.
Ранее в Домодедово задержали азербайджанца с брендовыми украшениями на десять миллионов рублей. В рюкзаке нарушителя нашли часы Bvlgari, кольцо Grisogono и серьги Graff из золота со вставками из бриллиантов, бериллов и корундов.",7
"В аэропорту Кемерово задержали несколько рейсов из-за режима «черного неба». Об этом пишет Telegram-канал Mash Siberia.
Как уточняет издание, три самолета не прибыли из Москвы из-за неблагоприятных метеоусловий. По данным источника, туман над российским городом сохраняется уже шестой день, местные жители жалуются на плохую видимость, неприятный запах и проблемы с дыханием.
В Минприроды рассказали, что смог образовался из-за слабого ветра и расположения региона в котловине.
Ранее сообщалось, что из-за смога в Челябинске на два дня ввели режим «черного неба». Производства обязали сократить выбросы в атмосферу на 20 процентов.",7
"Волгодонский бизнесмен Анатолий Евсюков, разбившийся в Афганистане на самолете Falcon 10, был участником смертельного ДТП. Об этом сообщает ИА «Регнум» со ссылкой на источник в правоохранительных органах.
Авария произошла вечером 9 января 2006 года на 60-м километре автодороги Ростов-на-Дону — Семикаракорск — Волгодонск. Водитель автомобиля ВАЗ-21 093 сбил двух мужчин 1952 и 1958 годов рождения. В это же время по трассе за рулем Mersedes Е200 ехал Евсюков. Не справившись с управлением, он наехал на этих же пешеходов. Из-за полученных травм один из мужчин скончался в больнице, второй пешеход получил перелом голени.
Анатолий Евсюков был предпринимателем и основателем Волгодонских рынков. В 2014 году российский бизнесмен был награжден медалью «За доблестный труд на благо Донского края», а через три года — знаком главы области «За милосердие и благотворительность».
21 января стало известно, что направлявшийся в Москву индийский самолет Falcon 10 разбился на территории Афганистана. Причиной крушения лайнера стала техническая неисправность — во время полета отказали два двигателя. Воздушное судно врезалось в гору в районе Зебак провинции Бадахшан.
Выживших после авиакатастрофы передали движению «Талибан» (запрещенная в России террористическая организация). Уточняется, что пострадавшим оказывается необходимая медицинская помощь.",7
"Президент Российского союза туриндустрии (РСТ) Илья Уманский заявил, что туристический поток по России по итогам прошлого года может вырасти на 19-20 процентов по сравнению с 2022-м. Об этом сообщает ТАСС.
«Отрасль ожидает по итогам 2023 года очень существенный рост числа туристических поездок», — подчеркнул он.
Уманский сообщил, что турпоток по стране в 2023 году предварительно оценивается в 86 миллионов поездок. По его словам, ожидается, что 2030 году ежегодный турпоток по России достигнет показателя в 140 миллионов поездок.
Ранее стало известно, что россиян массово потянуло за рубеж в новогодние праздники. Турпоток в этот период вырос на 35-40 процентов, рассказал вице-президент Ассоциации туроператоров России Артур Мурадян. Эксперт отметил, что такой значительный рост числа поездок за границу в Новый год напрямую связан с увеличением числа международных перелетов.",7
"Прокуратура Татарстана проводит проверку по информации о том, что в гостиничном комплексе «Дубай» Казани детей завалило снегом. Об этом «Ленте.ру» сообщили в пресс-службе ведомства.
Об инциденте стало известно из соцсетей. По предварительным данным, под сошедшей со склона лавиной оказались дети, игравшие во дворе гостиничного комплекса, уточняет РИА Новости.
Родители откопали семь детей, один из них получил травму.
В ходе проверки прокуроры дадут оценку работе коммунальных служб, которые должны следить за состоянием снежного покрова. В случае выявления нарушений будут приняты меры.
В Махачкале прокуратура начала проверку в связи с отравлением трех женщин угарным газом, им оказана медицинская помощь. ЧП произошло 20 января в частном доме на улице Мирзоева в результате утечки из газовой печи.",7
"Суд постановил взыскать с российской авиакомпании 92,5 тысячи рублей за то, что в багажном отделении самолета этого перевозчика собака растерзала кошку. Об этом сообщается в Telegram-канале объединенной пресс-службы судов Санкт-Петербурга.
Уточняется, что инцидент произошел на рейсе из северной столицы в Калининград в декабре 2022 года. Россиянин путешествовал с тремя кошками: Амандой, Ладой и Кармен. Одну из них мужчина взял в салон, а двух других сдал в багаж в специальных переносках. По прилете в Калининград ему сообщили, что кошку Аманду во время рейса растерзала собака породы ягдтерьер, которая проломила переноску в багажном отделении.
Материалы по теме:
Какие собаки самые умные?Топ-10 пород по интеллекту и способности к обучению
14 декабря 2023
«Их уже нет в живых»Рынок перевозки животных в России захватили мошенники. Как люди теряют деньги, а их питомцы — жизни?
21 июля 2023
Мужчина подал на авиакомпанию в суд, заявив, что животное перевозилось без намордника, клетки и соответствующих защитных сеток. Он потребовал выплатить ему 667,5 тысячи рублей за причиненный материальный вред, 800 тысяч рублей за моральный вред, а также компенсировать судебные расходы и страховку.
Отмечается, что суд удовлетворил иск частично, взыскав с перевозчика 11,7 тысячи рублей материального ущерба, 50 тысяч рублей морального вреда и штраф в размере 30,8 тысячи рублей.
Ранее сообщалось, что проводница поезда, следовавшего из Екатеринбурга в Санкт-Петербург, выбросила кота одного из пассажиров из вагона на остановке в Кирове. Животное ищут по всему городу уже больше недели.",7
"Турция, Таиланд, ОАЭ и Египет в 2024 году, как и в 2023-м, станут лидерами в выездном туризме у россиян. О том, что отечественные путешественники массово поедут отдыхать в эти четыре страны, рассказали в Ассоциации туроператоров России (АТОР).
Вице-президент организации и руководитель холдинга «Русский Экспресс» Тарас Кобищанов отметил, что при текущей структуре туристической аудитории в России Египет будет продолжать пользоваться меньшим спросом. По его словам, туристы, у которых есть 300 тысяч рублей, не готовы тратить их на отдых в египетских отелях, а у тех, кого такое качество сервиса устраивает, нет на это денег.
Материалы по теме:
Как Таиланд, только дешевле.C 2024 года Вьетнам станет еще доступнее для россиян. Сколько стоит там отдохнуть?
29 декабря 2023
«Идем на Восток»В какие новые страны россияне смогут поехать в 2024 году и почему в них стоит побывать?
8 января 2024
Кроме того, эксперт оценил шансы Хайнаня и Вьетнама на переток туристов из Таиланда. Вице-президент АТОР пояснил, что туры по этим азиатским направлениям в 2024 году будут стоить достаточно дорого, а объемы авиаперевозки не смогут конкурировать с Таиландом.
Ранее в АТОР заявили, что иностранные отельеры снизят цены для туристов в 2024 году. В 2023 году зарубежные туркомпании рассчитывали на большой спрос и завысили цены, но их ожидания не оправдались, добавили в АТОР.",7
"Россиянин устроил дебош и сорвал рейс из Сургута в Москву, самолет пришлось экстренно сажать в пермском аэропорту Большое Савино. Инцидент попал на видео, которое публикует представитель МВД Ирина Волк в Telegram-канале.
По данным издания Baza, 40-летний мужчина во время полета насыпал в стакан с водой неизвестное порошкообразное вещество и выпил его, затем разбил емкость, порезал себе руки и стал плеваться в попутчиков. Дебошира усмирили и привязали к сиденью.
Уточняется, что после посадки в Перми нарушителя порядка сдали полиции. У него нашли пакетик с белым порошком. Пассажира задержали и отправили в наркологический диспансер на освидетельствование.
Ранее пьяная пассажирка по имени Земфира устроила дебош на рейсе из Сочи в Санкт-Петербург. Она встала со своего места, начала бегать по салону, приставать к попутчикам и бортпроводникам, а потом закурила.",7
