content,topic
"Ученые Университетского колледжа Лондона (UCL) объяснили, каким образом человеческий мозг способен к воображению и какую роль в этом играет эпизодическая память. Согласно результатам исследования, опубликованного в журнале Nature Human Behaviour, нейронные процессы, отвечающие за эти функции, сильно напоминают работу искусственного интеллекта — обученной генеративной нейронной сети, способной создавать новые изображения.
Известно, что эпизодическая память содержит автобиографические переживания, включая информацию об их времени и местоположении, тогда как семантическая память связана с фактическими знаниями. Предполагается, что эпизодическая память осуществляется за счет долговременной потенциации нейронов в гиппокампе, когда между нервными клетками происходит усиление синаптической передачи сигналов. При этом она является конструктивной, то есть воспоминание является реконструкцией прошлого опыта, а не извлеченной копией.
Гиппокамп — область, в которой воспоминания формируются, однако благодаря процессу, называемому консолидацией систем (англ. systems consolidation) и происходящему во время отдыха, они передаются в некортекс. Параллельно происходит процесс, называемый семантизацией, когда часть воспоминаний преобразуется в более абстрактное представление. Однако механизмы реконструкции эпизодической реконструкции и ее связь с семантической памятью недостаточно изучены.
Материалы по теме:
Отрицательный рост.Мировая экономика восстанавливается, но все вокруг дорожает. Почему так происходит?
25 мая 2021
Мозг из машины.Как вживление чипов помогает людям и когда киборги станут реальностью?
18 июля 2021
Основой нового исследования, проведенного специалистами Института когнитивных нейронаук в UCL, стало предположение, что консолидированные воспоминания имеют форму генеративной нейронной сети, которая обнаруживает статистические закономерности в данных и способна создавать новые данные. Такие нейронные сети, как, например, GPT или Midjourney, могут генерировать тексты или изображения животных.
В ходе экспериментов были использованы нейронные сети, моделирующие гиппокамп и неокортекс. Роль гиппокампа играла автоассоциативная нейронная сеть, которая обучена выдавать те же данные, что поступают на ее входы. Данные из этой сети использовались для обучения генеративных нейронных сетей — вариационных автоэнкодеров. Сеть гиппокампа кодировала десять тысяч изображений простых сцен, а неокортикальная использовала закодированную информацию для воссоздания сцен в виде активности выходных нейронов.
Результаты исследования показывают, что человеческий мозг способен создавать высокоэффективные концептуальные представления сцен, отражающие их смысл (например, расположение объектов), вместо того, чтобы кодировать каждую деталь. Это позволяет как воссоздавать старые сцены, так и генерировать совершенно новые, что лежит в основе воображения. Модель также объясняет, как сцены могут генерироваться при планировании будущего, а также почему существующие воспоминания часто содержат искажения.",8
"Ученые Калифорнийского университета в Беркли предложили построить флот небольших космических кораблей, которые для передвижения используют энергию солнечного света, улавливаемую парусом. Об этом сообщается в статье, опубликованной в журнале Acta Astronautica.
Проект Беркли по созданию дешевого межпланетного солнечного паруса (BLISS) основывается на других проектах малых космических аппаратов, включая CubeSat, ChipSats и Breakthrough Starshot Initiative. Его целью является быстрое и недорогое исследование внутренних областей Солнечной системы.
В новой работе ученые описали аппаратное обеспечение, необходимое для создания миниатюрного космического корабля массой около десяти граммов с использованием солнечного паруса площадью один квадратный метр, чья конфигурация управляется микроэлектромеханическими системами (МЭМС) с червячными передачами. Малый размер паруса, который прикрепляется к корпусу с помощью нитей из углеродного волокна, позволяет кораблю быть более маневренным.
Примером возможных миссий может быть сбор образцов кометной пыли на относительно низких скоростях для уменьшения риска разрушения органических веществ.",8
"Межпланетная станция Mars Express обнаружила свидетельства наличия крупных залежей воды в формации Medusae Fossae на Марсе. Об открытии сообщается в статье, опубликованной в журнале Geophysical Research Letters, кратко о нем рассказывается в пресс-релизе на Phys.org.
Исследователи проанализировали результаты наблюдений, проведенные с помощью радара станции, и обнаружили, что выявленные 15 лет назад отложения глубиной несколько километров, на самом деле гораздо толще, чем считалось ранее, и залегают на глубинах вплоть до 3,7 километра. Данные соответствуют сигналам, отраженным от слоистого льда, и похожи на сигналы от полярных шапок Марса.
В случае таяния всего льда в Medusae Fossae, планета покроется слоем воды от 1,5 до 2,7 метра, что соответствует объему Красного моря. Размер и расположение ледяных отложений делает их потенциально очень ценными для будущих исследований Марса, в том числе в качестве ресурса для возможных колоний. Однако пока что этот резервуар недоступен, поскольку покрыт слоем реголита толщиной несколько сотен метров.
Ранее ученые Планетологического института определили максимальные сроки появления сетей марсианских долин, образованных проточной водой. Размыв происходил очень медленно и мог охватывать сотни миллионов лет.",8
"Ученые Вустерского политехнического института в США разработали материал, который позволяет удалять мочевину из воды и перерабатывать ее в газообразный водород. Результаты исследования опубликованы в журнале Journal of Physical Chemistry Letters.
Новая работа решает проблему отсутствия недорогих и высокоэффективных электрокатализаторов, избирательно окисляющих мочевину вместо воды. Химики обнаружили, что уникальные электронные структуры, образованные из атомов никеля и кобальта, являются ключевым фактором для улучшения селективности окисления мочевины.
Компьютерное моделирование показало, что в однородной смеси из оксидов и гидроксидов никеля и кобальта происходит перераспределение электронов от Ni 2+ к Co 3+ и сдвигу валентных электронов в сторону более высоких энергий. Это объясняет, почему катализаторы Ni/Co лучше связываются с молекулами мочевины.
Уникальные характеристики мочевины делают ее подходящей средой для хранения водорода. Она нетоксична, хорошо растворяется в воде и имеет высокое содержание водорода с массовой долей 6,7 процента. Таким образом, электролиз мочевины для получения водорода более энергоэффективен и экономичен, чем электролиз воды.
Сама мочевина представляет собой недорогое азотное сельскохозяйственное удобрение, а также натуральный продукт метаболизма человека. Богатые мочевиной сельскохозяйственные стоки и городские сточные воды впадают в природные водоемы, вызывая цветение вредных водорослей и дефицит растворенного кислорода.",8
"Ученые Университета Хериота-Уатта в Эдинбурге, Шотландия, разработали новый способ программирования оптических схем, который может быть использован для создания технологий будущего, таких как невзламываемые сети связи и сверхбыстрые квантовые компьютеры. Результаты исследования опубликованы в журнале Nature Physics, кратко о них рассказывается в пресс-релизе на Phys.org.
В новой работе физики использовали коммерчески доступные оптические волокна толщиной меньше человеческого волоса и обнаружили, что они могут очень точно программировать оптические схемы внутри них. Для этого они изучили сложный процесс рассеивания фотонов внутри волокна для проведения последующих вычислений.
Оптические схемы имеют решающее значение для развития будущих квантовых технологий, которые создаются на микроскопическом уровне путем работы с отдельными атомами или фотонами. С помощью этих схем можно дешифровать информации в конце линии квантовой связи, после того, как свет прошел большое расстояние по волокну. Они также являются ключевой частью квантовых компьютеров и используются для выполнения сложных вычислений.
Ожидается, что квантовые компьютеры откроют большие достижения в таких областях, как разработка лекарств, прогнозирование климата и исследование космоса. Оптические схемы могут быть использованы и в машинном обучении для очень быстрой обработки огромных объемов данных.",8
"Ученые показали, что поливитаминные добавки улучшают память и замедляют когнитивное старение у пожилых людей. Об этом сообщается в статье, опубликованной в журнале American Journal of Clinical Nutrition.
Специалисты проанализировали данные 573 участников крупномасштабного исследования эффективности поливитаминов и пищевых добавок из экстракта какао (COSMOS). Была проведена детальная оценка когнитивных функций добровольцев, в результате которой было отмечено умеренное влияние поливитаминов по сравнению с плацебо на умственные способности в течение двух лет.
Так, ученые выявили статистически значимое преимущество приема поливитаминов в отношении изменений эпизодической памяти, но не исполнительных функций мозга, в том числе внимания и планирования действия в соответствии с общей целью. В целом ежедневный прием поливитаминов, содержащих более 20 незаменимых микроэлементов, замедлил когнитивное старение примерно на два года по сравнению с плацебо.
Ранее сообщалось, что исследователи Института Фрэнсиса Крика раскрыли пользу обычных пищевых добавок, содержащих индолы. Соответствующая диета может защитить от хронической инфекции, вызванной криптоспоридиями, которые распространены среди детей до двух лет.",8
"Международная группа астрономов обнаружила в Млечном Пути загадочный объект, который тяжелее самых тяжелых из известных нейтронных звезд, и в том же время легче всех известных черных дыр. Об этом сообщается в статье, опубликованной в журнале Science.
В ходе наблюдений, проведенных с помощью радиотелескопа MeerKAT, был обнаружен объект на орбите быстро вращающегося миллисекундного пульсара, расположенного на расстоянии около 40 тысяч световых лет от Земли в шаровом скоплении NGC 1851.
Моделирование позволило реконструировать наиболее вероятный сценарий возникновения необычной системы. Первоначально на ее месте существовала двойная система пульсар-белый карлик, однако затем белый карлик был выбит с орбиты из-за прибытия третьего тела неизвестной природы, которое заняло его место. Это тело может быть либо чрезвычайно легкой черной дырой, либо сверхмассивной нейтронной звездой.
По словам астрономов, дальнейшее изучение объекта и выяснение его видовой принадлежности может стать поворотным моментом в понимании эволюции нейтронных звезд или черных дыр.",8
"Изменение климата может сократить среднюю продолжительность жизни человека на шесть месяцев. К такому выводу пришел экономист Амит Рой из Университета науки и технологий Шахджалала в Бангладеше, который опубликовал статью в журнале PLOS Climate.
Ученый оценил данные о средней температуре, количестве осадков и продолжительности жизни в 191 стране за период с 1940 по 2020 годы. Оказалось, что повышение глобальной температуры на один градус Цельсия связано с уменьшением средней продолжительности жизни человека примерно на 0,44 года, или примерно на шесть месяцев и одну неделю.
Рой также разработал составной индекс изменений климата, который учитывает как повышение температуры, так и изменение количества осадков. Увеличение индекса на 10 пунктов сократит среднюю продолжительность жизни на шесть месяцев. При этом женщины и отдельные группы населения в развивающихся странах более уязвимы для этих изменений.
По словам автора, усилия по смягчению последствий изменения климата, направленные на сокращение выбросов парниковых газов и адаптацию к меняющимся условиям, имеют важное значение для минимизации рисков для здоровья.",8
"Международная группа астрономов обнаружила новое событие приливного разрушения (TDE) звезды черной дырой. Об этом сообщается в статье, опубликованной на сервере препринтов arXiv.
TDE возникает, когда звезда проходит достаточно близко к сверхмассивной черной дыре и разрывается ее приливными силами. В результате обломки начинают падать на черную дыру, и в процессе аккреции возникает яркое излучение. Обнаруженное TDE, получившее название ASASSN-23bd, оказалось наименее ярким и имеющим наименьшее красное смещение.
ASASSN-23bd возникло в галактике NGC 3799 — активной спиральной галактике с перемычкой, расположенной примерно в 300 миллионах световых лет от Земли. Наибольшая яркость ASASSN-23bd наблюдалась 25 февраля 2023 года с пиковой ультрафиолетовой/оптической светимостью около 5,4 тредециллиона эрг в секунду и близким к пику верхним пределом рентгеновского излучения 17,5 дуодециллиона эрг в секунду.
По оценкам, черная дыра ASASSN-23bd имеет массу около миллиона солнечных масс. Родительская галактика NGC 3799, по-видимому, все еще находится в стадии звездообразования и характеризуется слабым активным галактическим ядром (АЯГ).",8
"Ученые обнаружили новый вид древней кошки Magerifelis peignei, жившей в среднем миоцене около 15,5 миллиона лет назад. Статья с описанием открытия опубликована в журнале Journal of Vertebrate Paleontology.
В ходе раскопок месторождения окаменелостей Принсипи Пио-2 в черте города Мадрида была найдена хорошо сохранившаяся половина челюсти кошки среднего размера, имеющей все типы зубов, кроме резцов. Отсутствие талонида (части коронки нижнего коренного зуба) у первого моляра, наличие рудиментарного второго моляра и другие признаки не позволили отнести особь к известным таксонам кошачьи среднего миоцена, таким как Styriofelisturnauensis или Miopanthera lorteti.
Более крепкая челюсть по сравнению с другими кошачьими этого же размера и сильный укус предполагают, что Magerifelis peignei могла охотиться на относительно более крупную добычу, чем современные представители этого семейства.
Ранее сообщалось, что ученые открыли новый вид клыкастой лягушки на острове Сулавеси в Индонезии. Limnonectes phyllofolia, являющийся эндемичным для острова, имеет самый маленький размер среди других клыкастых лягушек Сулавеси.",8
