content,topic
"Конфискация активов российского Центробанка может привести к расколу мировой финансовой системы. О такой угрозе заявил посол Бельгии в США Жан-Артур Регибо, его слова приводит Bloomberg.
В Бельгии расположен депозитарий Euroclear, в котором хранится большая часть заблокированных средств. По словам дипломата, европейская страна осознает серьезность рисков, связанных с их конфискацией, но считает такой шаг справедливым.
«Мы можем столкнуться с риском раскола мировой финансовой системы на два разных лагеря. В одном из них будет Запад, в другом — остальные. Будет ли это иметь долгосрочные последствия для финансовой структуры мира? Можно найти аргументы с обеих сторон. Сейчас это постоянная дискуссия. Но мы также считаем, что в этом вопросе Бельгия не должна принимать решение в одиночку», — объяснил он.
Материалы по теме:
Санкции, кризис и нестабильность.Миллионы граждан Ирана за 10 лет превратились в нищих. Кто в этом виноват?
19 декабря 2023
Россия прожила год с потолком цен на нефть, но США хотят усилить ограничения. Как это повлияет на мировую экономику?
9 января 2024
Ранее бывший руководитель Всемирного банка Роберт Зеллик призвал Запад не бояться конфискации заблокированных российских активов для передачи Украине из-за неопределенности последствий. По его словам, такое решение стало бы элегантной мерой — сомневающиеся политики сильно преувеличивают риски и преуменьшают стратегические выгоды. Если другие страны откажутся хранить деньги в европейских юрисдикциях после такого шага, их просто нужно лишить альтернативы, объяснил он.
Первый зампредседателя комитета Госдумы по международным делам Светлана Журова, в свою очередь, заявила, что западные страны не боятся понести убытки в случае конфискации замороженных на их счетах российских активов. «Понятно, что если кто-то на Западе разорится из-за того, что активы закрыли, то это проблема этого отдельно взятого бизнесмена, а не того, кто это затеял. Явно тот, кто это контролирует и разрабатывает стратегический план, вряд ли имел деньги в России», — отметила она.",1
"Большинство сотрудников Европейского центрального банка (ЕЦБ) оказались недовольны работой главы организации Кристин Лагард. Об этом со ссылкой на результаты исследования профсоюза ЕЦБ пишет Politico.
Негативно оценили деятельность Лагард на посту президента европейского регулятора 50,6 процента опрошенных. Из них 20,1 процента охарактеризовали ее работу «очень плохо», еще 30,5 процента — «плохо». Итоги восьмилетнего пребывания главы ЕЦБ в своей должности 24,2 процента респондентов описали «средне», оценку «хорошо» ей поставили 12,3 процента сотрудников банка, «очень хорошо» — 8 процентов опрошенных, «отлично» — только 2,6 процента подчиненных.
Среди причин недовольства работой руководителя сотрудники регулятора чаще всего упоминали чрезмерную вовлеченность Лагард в политику и использование ею ЕЦБ для продвижения своей повестки. Как отмечает издание, к концу срока полномочий работу предыдущего главы Центробанка Марио Драги в аналогичном опросе «плохо» оценивали только 20 процентов работников, а 54 процента поставили оценку «очень хорошо» и «отлично».
Материалы по теме:
Крупнейший швейцарский банк столкнулся с кризисом.Чем это опасно для мировой финансовой системы?
15 ноября 2022
Европа лишилась большей части российского газа, но держится.Как страны ЕС подготовились к энергетическому кризису?
11 января 2023
Исследование профсоюза ЕЦБ было проведен в период с 12 по 22 декабря 2023 года, в нем приняли участие более тысячи сотрудников регулятора Евросоюза.
Ранее опрошенные Financial Times аналитики спрогнозировали, что по итогам 2024 года экономика еврозоны вырастет на 0,6 процента. Таким образом, в следующем году ВВП блока с большой долей вероятности столкнется со стагнацией. Большинство из 48 экономистов сошлись во мнении, что в следующем году экономике еврозоны не удастся перейти к стремительному росту. «Мы продолжаем наблюдать постепенное восстановление в 2024 году, а не дальнейшее ухудшение», — заявил главный европейский экономист BNP Paribas Пол Холлингсворт.",1
"В 2024 году Евросоюз (ЕС) ждет стагнация из-за санкций против России. Такое развитие событий предрек директор Центрального экономико-математического института (ЦЭМИ) РАН Альберт Бахтизин, его слова приводит РИА Новости.
Ограничения, число которых уже достигло почти 19 тысяч, наносят больше вреда государствам ЕС, чем России. Прежде всего, они сильно бьют по Германии, Франции, Италии, добавил Бахтизин. По его словам, в этом оду ведущую экономику Европы ждут стагнация и политическая турбулентность, связанная с закрытием производств, нарушениями в цепочках поставок, ужесточением денежно-кредитной политики и растущей инфляцией.
К концу года ВВП Германии снизится на 0,1 процента, экономический рост Италии составит 0,4 процента вместо ожидаемых 1,2 процента, а Франции — всего 0,5 процента. По данным международной аналитической группы ING, к этому приведут денежно-кредитная политика, снижение инвестиций в строительство, замедление мировой экономики и высокие геополитические риски. В прочих странах рост ВВП не превысит 0,8 процента.
Ранее в Гонконге прошли две встречи под председательством чиновницы Минфина США Андреа Гаки, где присутствовали представители 12 работающих китайских и иностранных банков. От них потребовали приложить больше усилий к соблюдению американских санкций, введенных против российского военно-промышленного комплекса. Усилить ограничения американская сторона потребовала под угрозой вторичных санкций.",1
"В 2023 году Бразилия, которая вошла в топ-5 торговых партнеров России, на 27 процентов увеличила импорт из нее. О рекордных поставках в страну сообщает Brasil 247.
По данным Бразильского института географии и статистики (IBGE), поставки российской продукции в Бразилию увеличились до 10 миллиардов долларов. Лидером в поставках остался Китай, который занимает 12,5 процента рынка и за год продал в страну товаров на 53,2 миллиарда долларов. На втором месте — США, поставки которых снизились на 25 процентов, однако составили 38 миллиардов долларов.
Ввоз из Германии вырос на 3 процента, до 13,1 миллиарда долларов, а из Аргентины — снизился на 8 процентов, до 12 миллиардов долларов. Также в десятку крупнейших поставщиков вошли Индия (6,9 миллиарда долларов, минус 22 процента за год), Италия (5,9 миллиарда долларов, плюс 5 процентов за год), Мексика (5,54 миллиарда долларов, плюс 5 процентов), Франция и Япония.
За год поставки товаров из-за рубежа в Бразилию снизились на 12 процентов, до 240,8 миллиарда долларов евро, а экспорт вырос на 2 процента, до 339,7 миллиарда долларов. В результате профицит торгового баланса страны достиг рекордной отметки в 98,9 миллиарда долларов.
В декабре 2023 года товарооборот России и Бразилии вырос почти вдвое на фоне рекордных поставок нефтепродуктов. За месяц объем торговли впервые увеличился до рекордных 1,6 миллиарда долларов (рост в 1,8 раза). При этом Бразилия закупила у России товаров на 1,5 миллиарда долларов, что стало максимальным объемом за всю современную историю.",1
"Крупнейшие государственные банки Китая начали операции на валютном рынке, чтобы поддержать курс юаня и акции китайских компаний, стоимость которых обновляет многолетние антирекорды. Об этом со ссылкой на источники сообщает Reuters.
В основном для спасения национальной валюты в продажу идут американские доллары, таким образом сокращается ликвидность офшорных юаней, курс которых формируется на бирже. Курс внутренних юаней контролирует Народный банк Китая, однако Пекин старается не допускать ситуации, когда два курса юаня слишком сильно расходятся друг с другом.
По словам одного из собеседников агентства, продажи долларов носили агрессивный характер. За допустимую черту, по всей видимости, был взят уровень 7,2 юаня за доллар.
Это не первый случай за последние несколько месяцев, когда госбанкам приходится спасать юань от падения. Так, в ноябре китайская валюта в рамках такой политики укрепилась до локального максимума.
Материалы по теме:
Китай годами скрывал проблемы в экономике.Чем это обернулось?
3 января 2024
Санкции, кризис и нестабильность.Миллионы граждан Ирана за 10 лет превратились в нищих. Кто в этом виноват?
19 декабря 2023
Нынешняя реакция, скорее всего, связана с очередным падением фондового рынка. Инвесторов не устраивают меры, принимаемые Пекином, поэтому они распродают китайские бумаги. Индекс биржи в Гонконге Hang Seng обвалился на 2,4 процента за сутки, до минимума почти за 20 лет, а основной индекс материкового Китая CSI 300 потерял 1,6 процента.",1
"По итогам ноября доля расчета в рублях за российский экспорт сократилась до 33,8 процента, что стало минимумом с августа 2022 года. Об этом со ссылкой на статистику Центробанка сообщают «Известия».
Еще в октябре на российскую валюту приходилось заметно больше расчетов — 38,1 процента. По результату за ноябрь доля валют недружественных стран составила 26,8 процента, а остальных — 39,4 процента. Рубль стал активнее использоваться в торговле с Африкой и странами Карибского бассейна, также несколько выросли платежи в нем от европейских стран.
В декабре глава правительства России Михаил Мишустин сообщил, что Россия и Китай почти полностью отказались от использования доллара в двусторонних расчетах. По его словам, порядка 90 процентов платежей приходится на национальные валюты, однако какова доля отдельно юаней и рублей, премьер не уточнил.
Между тем Федеральная таможенная служба предлагает российским компаниям чаще использовать бартерные сделки во внешней торговле, чтобы совсем избежать передачи валюты.",1
"Объемы переработки нефти в России усилили падение после аварии на нефтеперерабатывающем заводе (НПЗ) «Лукойла». Об этом со ссылкой на отраслевые данные сообщает Bloomberg.
Зимой переработка сырья в России обычно увеличивается из-за растущего потребления дизельного топлива и мазута. Однако из-за повреждения установки каталитического крекинга на заводе в Нижнем Новгороде сократилось производство бензина. В компании отметили, что на заводе ведутся работы по скорейшему восстановлению «нормального производственного режима» и пообещали удовлетворить потребности в топливе за счет имеющихся ресурсов.
С 11 по 17 января в России перерабатывали 5,5 миллиона баррелей сырья в день, что на 11 тысяч баррелей в день ниже средних показателей за первые 10 дней месяца. Эти показатели на 38 тысяч баррелей меньше средних объемов переработки в декабре 2023-го, отметили источники. При этом объемы переработки на НПЗ «Лукойла» в Поволжье упали на 41 тысячу баррелей. Также сократился выпуск нефтепродуктов на заводах «Башнефти» и «Славнефти», отмечает издание.
Материалы по теме:
Россияне жалуются на дефицит бензина.Почему топлива не хватает, а цены на него растут?
19 сентября 2023
Россия прожила год с потолком цен на нефть, но США хотят усилить ограничения. Как это повлияет на мировую экономику?
9 января 2024
При этом, согласно сервисам отслеживания танкеров, экспорт сырой нефти из российских портов вырос на 166 тысячи баррелей в день до 3,45 миллиона баррелей в день. Средний показатель за четыре недели показывает отгрузки в размере 3,43 миллиона баррелей в сутки.
Компания «Лукойл» стала первой крупной жертвой западных санкций в нефтепереработке. Из-за ограничений замена оборудования, которое позволяет выпускать высокооктановый бензин, на НПЗ в Нижнем Новгороде оказалась невозможной. Ранее на предприятии, которое перерабатывает около пяти процентов сырья в России, работали две установки каталитического крекинга, введенные в эксплуатацию в 2010 и 2015 годах. В декабре 2023-го на заводе появилась более молодая установка, однако ее удалось запустить на меньшей мощности. После аварии производитель остался и без второй части оборудования.
Нижегородский НПЗ называют ключевым для обеспечения Московского региона, на который приходится около 30 процентов потребления бензина в стране. Ранее бензин в столицу поставляли по трубопроводу. Компенсационные партии с других НПЗ, скорее всего, придется везти по железной дороге, из-за чего вырастут стоимость и сроки доставки, предполагают аналитики.",1
"Западу не стоит бояться конфискации заблокированных российских активов для передачи Украине из-за неопределенности последствий, напротив, это стало бы элегантной мерой. Кроме того, средства оттуда можно было бы выделить на помощь развивающимся странам, которые пострадали из-за роста цен на еду. Об этом в колонке для Financial Times написал бывший руководитель Всемирного банка (ВБ) Роберт Зеллик.
По его мнению, сомневающиеся политики сильно преувеличивают риски и преуменьшают стратегические выгоды. Так, представление, что после конфискации другие страны захотят хранить средства в других юрисдикциях, упирается в вопрос нового места хранения.
Зеллик напомнил, что если страны G7 будут действовать сообща, то альтернатив хранению просто не остается. Ведь и Китай, и другие страны держат сбережения в долларах и евро вовсе не из особого расположения, а из-за положительного сальдо торгового баланса.
Если бы Пекин захотел конвертировать свои валютные сбережения в юани, то значительно подорвал бы собственный обменный курс и нанес бы ущерб экспортерам, а значит, и своим интересам. Более того, подчеркнул экономист, заморозка резервов на два года стала хорошим тестом и не создала какого-либо разрушительного, сдерживающего эффекта. Ведь в мире хорошо понимают, что хранить средства в российских рублях, китайских юанях или венесуэльских боливарах куда более рискованный шаг, чем размещать их в Европе на понятных условиях.
Материалы по теме:
Китай годами скрывал проблемы в экономике.Чем это обернулось?
3 января 2024
Санкции, кризис и нестабильность.Миллионы граждан Ирана за 10 лет превратились в нищих. Кто в этом виноват?
19 декабря 2023
Кроме того, Зеллик назвал конфискацию активов сигналом России, что та не сумеет выиграть гонку на истощение и продержаться дольше Украины, которую поддерживает Запад. Также такое решение понравится американским избирателям, а предположить, что российские активы разморозят без согласия Москвы на мирное урегулирование, очень сложно.
Ранее администрация президента США Джо Байдена «в принципе приветствовала» принятие законопроекта о конфискации российских средств в размере 300 миллиардов долларов для восстановления Украины. Конкретные решения по этому вопросу обсуждаются в настоящее время.
Российские политики и эксперты утверждают, что в случае конфискации западные страны столкнутся с катастрофой и новым финансовым кризисом, а Россия примет ответные меры.",1
"В России задумались об ужесточении требований к размещению и работе объектов, подобных складу Wildberries, сгоревшему в январе 2024 года. Об этом рассказал замглавы Минпромторга Виктор Евтухов, его слова приводит ТАСС.
По словам представителя ведомства, пожары происходят не только на распределительных центрах маркетплейсов, но и на других объектах. Поэтому меры безопасности могут усилить ко всем подобным строениям.
«То, что мы знаем про этот центр Wildberries, — странно, что он работал, но еще, я так понимаю, не был принят и не прошел все необходимые процедуры. Думаю, по этому поводу будет отдельное разбирательство, соответствующие органы дадут оценку и вынесут решение», — пояснил он.
Склад Wildberries в поселке Шушары сгорел утром 13 января. Пожар начался примерно в 8 утра. На опубликованных в интернете видео очевидцы сообщили, что склад оказался полностью разрушен за 20-30 минут. По данным МЧС, пожару присвоили четвертый ранг сложности.
В результате пожара пострадали двое работников. Материальные потери компании оцениваются в 10-11 миллиардов рублей. По словам гендиректора Wildberries Татьяны Бакальчук, пожар стал для фирмы огромным испытанием. Миллиардер назвала самым главным отсутствие жертв в столь масштабном ЧП и поблагодарила всех, кто поддержал компанию в столь сложный период.
После инцидента МЧС России попросили организовать комплексные внеплановые проверки складов крупнейших маркетплейсов Wildberries и Ozon. По словам главы организации по защите прав потребителей «Общественная потребительская инициатива», заместителя председателя общественного совета при Роспотребнадзоре Олега Павлова, значительная часть нарушений на таких объектах касается совместного хранения пиротехники с иными товарами, в том числе с горючими веществами.",1
"В правительстве обсуждают изменение подхода к управлению нацпроектами и мегапроектами, чтобы уйти от схемы, где за один проект отвечает одно министерство. Об этом со ссылкой на федерального чиновника и трех близких к кабмину источников пишут «Ведомости».
В качестве примера возьмут нацпроект «Беспилотные авиационные системы», в котором удалось заложить комплексный подход к созданию условий новых для России отраслей. В него входят разработка технологий, создание производства, гарантия спроса, подготовка кадров и так далее. Куратором проекта является первый вице-премьер Андрей Белоусов, но ответственны за него одновременно Минпромторг, Минобрнауки, Минтранс и Минпросвещения.
По данным издания, нацпроекты собираются переписать по такому же принципу, а немного позднее на него же переведут и мегапроекты, которые в полной мере хотят запустить с 2025 года.
Разница в первых и вторых в том, что если нацпроекты в первую очередь направлены на социальное развитие, то мегапроекты — на достижение технологического суверенитета, создание и развитие отраслей, производящих высокотехнологичную продукцию. В мае 2023 года в правительстве хотели сформировать 10-15 таких инициатив. Среди них называли космос, искусственный интеллект, технологии хранения и анализа больших данных, квантовые вычисления и другие.
Для мегапроектов предлагается обеспечить несколько условий. Это долгосрочный и гарантированный спрос на производимую продукцию, определение производственно-технологической кооперации, перечня критических технологий и мер для их разработки, обеспеченность квалифицированными кадрами и меры господдержки.
Материалы по теме:
Россия прожила год с потолком цен на нефть, но США хотят усилить ограничения. Как это повлияет на мировую экономику?
9 января 2024
«Меня это успокаивает»Почему россияне тратят состояния на таро, колдунов и винят планеты в подорожании ипотеки?
23 декабря 2023
Глава Агентства трансформации и развития экономики Владислав Онищенко согласен с тем, что в нынешнем виде нацпроекты повторяют структуру министерств и имеют скорее продолжительный характер, хотя должны решать конкретную задачу.
По его словам, у них имеются две основные проблемы. Первая, это ситуация, когда формально все показатели выполнены, а цель не решена. А второй частой проблемой остается конфликт между результатом и ресурсами. Грубо говоря, когда необходимый уровень расходов подсчитан, а Минфин отвечает, что такое финансирование невозможно.
Ранее сообщалось, что Минфин хочет ослабить контроль за выделением средств Фонда национального благосостояния (ФНБ) на развитие авиационной отрасли и строительство новых самолетов. В ведомстве готовы согласиться с тем, что расходы на программу вряд ли когда-то окупятся, однако она носит не коммерческий, а стратегический характер.",1
