content,topic
"Создание оборонительных сооружения на границе с Россией и Белоруссией свидетельствует не о сомнении в союзниках по НАТО, а является посланием для Москвы. Настоящую причину возведения балтийской линии обороны раскрыл глава Министерства иностранных дел Литвы Габриэлюс Ландсбергис во время выступления в Совете Европейского Союза по иностранным делам, передает Bernardinai.lt
«Все это служит политическим посланием. Мы, конечно, чувствуем, что война рядом с нами, и понимаем, что если Россию не остановить на Украине, она пойдет дальше. Страны Балтии — они будут следующими. Так что это не отсутствие доверия, а подготовка к тому, что может произойти», — уверен глава дипломатического ведомства.
19 января Латвия, Литва и Эстония подписали соглашение о создании общей линии обороны на границах с Россией и Белоруссией. Эстония в рамках плана намерена потратить 60 миллионов евро для возведения 600 бункеров.",3
"Украина считается самой большой проблемой Европейского союза (ЕС) по мнению граждан Латвии, конфликт с участием Киева упомянули 42 процента жителей республики. Об этом свидетельствуют данные «Евробарометра» — официальной социологической службы Европейской комиссии.
«Самой важной проблемой, стоящей сегодня перед ЕС, по мнению жителей Латвии, является война на Украине (42 процента). Следующими по значимости проблемами считаются иммиграция (24 процента) и международные проблемы (24 процента), а также увеличение стоимости жизни (22 процента)», — отмечается в докладе.
При этом внутри самого Евросоюза Украиной интересуются значительно меньше — только 28 процентов граждан ЕС назвали кризис значимой проблемой.
Ранее стало известно о падении интереса к Украине в Испании. Как свидетельствуют результаты опроса Центра социологических исследований королевства, снижение связано с обострением конфликта в Израиле.",3
"Учения Военно-воздушных Сил (ВВС) Литвы с участием авиации НАТО начались в Паневежском и Клайпедском районах страны в понедельник, 22 января. Об этом сообщает LRT со ссылкой на пресс-службу Вооруженных сил (ВС) республики.
Сообщается, что в учениях тактической авиационной группы управления Furious Wolf 24-1 (Яростный Волк — прим. «Ленты.ру») примут участие истребители НАТО, литовские военные вертолеты, а также беспилотник MQ-9 Reaper. Мероприятия организованы Эстонской боевой группой НАТО и проходят в Латвии, Литве и Эстонии с 15 января по 2 февраля 2024 года.
Материалы по теме:
НАТО много не бываетИностранных войск в Прибалтике становится все больше. Они уже у границ России
17 мая 2019
«Это переломный момент»Россия готова ввести войска для защиты ДНР и ЛНР. Чем на это ответит НАТО?
23 февраля 2022
Как заявляют журналисты, цель учений — отработка возможностей батальонов Литвы, ВВС США и НАТО, развернутых в странах Прибалтики и Польше, по планированию и координации ближней авиационной поддержки и управлению воздушными атаками.
Ранее стало известно, что Латвия впервые приняла патрулирующие территорию Прибалтики самолеты НАТО. С 9 января Латвия постепенно берет на себя обслуживание воздушной миссии НАТО на время проведения ремонтных работ на эстонской авиабазе Эмари.",3
"Украина готова принимать от Литвы даже непроверенную военную продукцию. Об этом сообщила министр экономики и инноваций прибалтийской республики Аушрине Армонайте, передает ТАСС.
Глава ведомства заявила, что Киев просит Вильнюс поставлять все, что только можно, в том числе непроверенную технику. По ее словам, подобная ситуация складывается из-за чрезмерных бюрократических процедур, которыми осложнено тестирование военной продукции в Литве. «Необходимо, чтобы технологии и сама продукция могли тестироваться в реальных условиях использования армией на ранней стадии. Об этом мы ведем переговоры с Минобороны», — добавила она.
Ранее министр иностранных дел Литвы Габриэлюс Ландсбергис заявлял, что для победы Украины ее армии нужно поставлять в десятки раз больше оружия. В частности, глава МИД указал на потребность Киева в 400 реактивных системах залпового огня HIMARS и 1000 танков.",3
"Военные закупки Польши несравнимо превосходят тот объем техники, который получил Киев. Так Варшаву за трату денег на собственную оборону вместо украинской упрекнул министр иностранных дел Литвы Габриэль Ландсбергис в социальной сети X.
«Польша такая же по размеру страна, как и Украина, и имеет столько же населения. Польша считает, что для защиты Польши необходимо более одной тысячи танков и сотни HIMARS. Так почему же мы просим украинцев воевать, используя менее десятой части этого объема [вооружения]», — написал глава МИД.
Ландсбергис отметил, что Западу пора перейти на Украине к стратегии «победы любой ценой».
Ранее в правительстве Латвии заявили о необходимости увеличения оборонительных расходов республики до трех процентов от ВВП. Как рассказала министр экономики Аушрине Армонайте, лучше вложить накопления граждан в танк, чем «держать в носке».",3
"В Эстонии началась бессрочная забастовка профсоюза работников образования республики (ESL), почти 10 тысяч школьных учителей выйдут на улицу с требованием повышения зарплаты, к ним присоединятся воспитатели. Заявление профсоюза доступно на официальном сайте.
«Забастовка — результат нежелания правительства идти на компромисс и придерживаться своих политических обещаний. Ситуация в сфере образования вызывает глубокую тревогу и в ближайшем будущем затронет всю страну, (...) детские сады и профессиональные учебные заведения присоединятся к забастовке солидарности в среду 24 января», — указано в заявлении.
В ESL отметили, что в акции примут участие 330 школ и 9471 учитель, а главное требование бастующих — установить минимальную заработную плату для учителей общеобразовательных школ в размере 1950 евро.
Ранее в рамках совместной оборонной инициативы прибалтийских стран Министерство обороны Эстонии объявило о строительстве почти 600 бункеров на границе с Россией. Как сообщил советник вице-канцлера Минобороны Кайдо Тийтус, деньги на строительство выделены в связи ожиданием «возможной российской агрессии против республики».",3
"В Прибалтике утвердили план создания линии обороны на границе с Россией и Белоруссией. О достижении соответствующих договоренностей сообщила эстонская газета Postimees.
Встреча представителей стран Прибалтики прошла в Риге в пятницу, 19 января. На ней министры обороны Литвы и Латвии договорились возвести линию обороны на восточных границах, аналогичную той, что анонсировала Эстония, и подписали соответствующее соглашение.
Эстония построит около 600 бункеров на границе с Россией
Ранее Эстония сообщила, что решила построить на восточной границе примерно 600 бетонных бункеров. Подавляющее количество сооружений будет создано в регионе Ида-Вирумаа и на юго-востоке страны, также их планируется расположить у Чудского озера. На каком расстоянии от границы возведут бетонные бункеры, пока неизвестно, однако начальник оперативного отдела Генштаба Сил обороны Эстонии Тармо Кундла предположил, что бункеры, вероятно, образуют несколько зон обороны на востоке страны.
Точное количество бункеров, которые будут построены, установят в ходе проектных работ. В настоящее время Министерство обороны и Силы обороны Эстонии оценивают их число примерно в 600
Советник вице-канцлера Министерства обороны Эстонии Кайдо Тийтуса пояснил, что данные объекты на границе необходимы, чтобы в случае необходимости защитить территорию страны. По его словам, бункеры пригодятся «на случай возможного нападения, чтобы задержать противника на границе и выиграть для союзников время, чтобы те пришли на помощь».
Фото: Ivo Kruusamägi / Wikimedia
Предполагается, что сооружения смогут защитить военных от огня противника и осколков снарядов. Планируется, что возводимые бункеры смогут выдерживать прямое попадание снаряда калибра 152 миллиметра. Помещения размером 30-35 квадратных метров будут рассчитаны на десять человек и оборудованы спальными местами. Бункеры спроектированы таким образом, чтобы военные могли противостоять противнику в течение длительного времени.
В
60 миллионов
евро
оценивается строительство бункеров в Эстонии
При этом в Эстонии понимают, что для защиты одних только бункеров будет недостаточно. Чтобы противостоять бронетехнике, необходимы танковые заграждения, колючая проволока и мины. К установке последних ранее призывал депутат оппозиционной Консервативной народной партии Эстонии Лео Куннас. Он утверждал, что на границе важно использовать как противопехотные, так и противотанковые мины.
Однако от их установки Силы обороны Эстонии отказались, поскольку они представляют опасность в мирное время. Их предполагается хранить недалеко от восточной границы и установить при возникновении необходимости.
В мирное время в бункерах предложили хранить картофель
Чтобы построить сотни бункеров на восточной границе, Министерству обороны страны потребуется получить соглашения землевладельцев и заручиться поддержкой местных сообществ. Согласно предварительной информации, эстонское оборонное ведомство начнет переговоры с местными жителями по поводу создания линии обороны в ближайшие недели.
Latvian oldiers march during a military parade to celebrate Latvia's centenary in Riga, Latvia. Фото: Ints Kalnins / Reuters
В Минобороны и Силах обороны страны считают, что смогут достичь взаимопонимания с землевладельцами, поскольку после установки в бункерах не будет вестись никакая деятельность, а значит, беспокойства они не доставят. Помимо этого, Силы обороны могут заключить с землевладельцем договор, согласно которому в мирное время защитные сооружения предлагается использовать в качестве подвала и хранить там в том числе картофель.
Отмечается, то бункеры будут визуально незаметны в ландшафте, «оставят едва заметный след в природе» и не будут иметь постоянной охраны и специальной ограды.
Материалы по теме:
НАТО много не бываетИностранных войск в Прибалтике становится все больше. Они уже у границ России
17 мая 2019
«Это переломный момент»Россия готова ввести войска для защиты ДНР и ЛНР. Чем на это ответит НАТО?
23 февраля 2022
Ранее в Эстонии увидели угрозу со стороны России
Премьер-министр Эстонии Кая Каллас заявила в январе 2024 года, что через три года Россия якобы начнет угрожать границам Европы и НАТО. По ее мнению, у Европы есть до пяти лет, чтобы подготовиться к превращению Москвы в серьезную военную угрозу на восточном фланге НАТО. В Таллине полагают, что к этому времени в конфликте на Украине может быть подписан договор о прекращении огня. В свою очередь страны Прибалтики, указала Каллас, будут наиболее уязвимой частью Североатлантического альянса.
При этом в Таллине считают, что Россия может представлять угрозу не только для Эстонии, но и Швеции. Так, депутат эстонского парламента и отставной полковник Петер Тали заявил, что принадлежащий Швеции остров Готланд считается самым уязвимым до вступления королевства в НАТО.",3
"Журналисты латвийского телеканала LTV обнаружили в государственной системе электронных закупок (EIS) чай, произведенный в Санкт-Петербурге, поставщику может грозить уголовная ответственность. О скандале из-за российского напитка рассказало агентство Baltnews в Telegram.
«Журналисты из LTV увидели заказ чая из Шри-Ланки и заказали несколько коробок для себя. Они обнаружили, что чай произведен в России, город Санкт-Петербург. Открытый тендер на право поставок продуктов питания участникам EIS выиграла компания SIA Lanekss», — говорится в сообщении.
Отмечается, что у Государственного агентства регионального развития Латвии, которое курирует систему госзакупок, нет возможности отслеживать производителей всех товаров, поэтому ответственность за соблюдение европейских санкций лежит на поставщиках. Теперь SIA Lanekss может грозить уголовная ответственность.
Ранее министр транспорта Латвии Каспарс Бришкенс призвал запретить поставки зерна из России. Он подчеркнул, что, по данным Минсельхоза Латвии, республика является вторым в Евросоюзе импортером российских сельскохозяйственной продукции после Испании.",3
"Министры обороны Литвы, Латвии и Эстонии утвердили план создания линии обороны на границе с Россией и Белоруссией. Об этом сообщает Postimees.
Соответствующее соглашение главы оборонных ведомств подписали на встрече в Риге.
По словам советника вице-канцлера Министерства обороны Кайдо Тийтуса, объекты обороны на границе нужны «на случай возможного нападения, чтобы задержать противника на границе и дать союзникам время прийти на помощь».
Также сообщается, что Эстония намерена построить в этой зоне около 600 бункеров, большинство из которых будут находиться в уезде Ида-Вирумаа и на юго-востоке.
Бункеры будут рассчитаны на десять человек и должны выдерживать попадание снаряда калибра 152 миллиметра.",3
"Создание Эстонией, Литвой и Латвией линии обороны и строительство бункеров на границе с Россией является абсолютно неразумной тратой средств, которая приведет к ухудшению экономического положения в этих странах. Об этом в беседе с «Лентой.ру» заявил первый заместитель председателя комитета Госдумы по международным делам Алексей Чепа.
«Молодцы! Очень ""правильное"" для экономики решение. Надо подсказать им — пусть роют глубже, делают толще, выше. У них и так с экономикой тяжело, а так совсем сядут в лужу. Я удивляюсь, откуда такие странные берутся политики, которые и в политике ничего не понимают, и в экономике. Глупости, деньги готовы тратить бездумно, а жизнь людей простых ухудшается. Это же за счет простых людей опять же, за счет налогов и прочее. Что еще посоветовать — вместо газа пусть берут взаймы деньги и топят этими деньгами. Флаг им в руки», — отреагировал депутат.
Ранее о том, что прибалтийские республики договорились о строительных работах, сообщило эстонское Министерство обороны. Известно, что оборонительная зона будет состоять из различных объектов. В частности, Эстония построит примерно 600 бетонных бункеров на границе с Россией для отражения «возможной агрессии».",3
