content,topic
"У форварда Лионеля Месси возник конфликт с главным тренером сборной Аргентины Лионелем Скалони. Об этом стало известно LA100.
По информации журналиста издания Шеркиса Бьяло, ссора произошла перед матчем отборочного турнира чемпионата мира 2026 года с Уругваем. Недопонимание усилилось на фоне слухов о том, что за несколько дней до игры аргентинские футболисты посетили закрытую вечеринку.
Матч прошел 17 ноября и завершился поражением Аргентины со счетом 0:2. Месси, не отметившийся результативными действиями, устроил потасовку с уругвайским защитником Матиасом Оливером.
Аргентина возглавляет турнирную таблицу южноамериканской отборочной зоны. В активе команды 15 очков. Уругвай с 13 очками идет вторым.",4
"Полузащитник тульского «Арсенала» Александр Зуев рассказал об отношении к русским в Сербии. Его слова приводит «Матч ТВ».
Зуев поделился, что в Сербии всегда хорошо относятся к русским. «Их главный стереотип о русской культуре — водка. Подшучивают над этим, часто употребляют ""братушка"", ну и отсюда, конечно же, вопрос: ""Братушка, когда водка?""» — отметил он.
Зуев играл за ИМТ из Белграда с сентября 2023-го по январь 2024-го. В составе команды футболист провел 13 матчей в чемпионате страны и отметился одной результативной передачей.
Ранее французский нападающий «Зенита» Вильсон Изидор рассказал о неоправдавшихся стереотипах о России. По его словам, в России живут замечательные люди, а холода терпимые.",4
"Главный тренер «Спартака» Гильермо Абаскаль отреагировал на информацию об уходе из клуба. Его слова приводит РИА Новости.
«Конечно, я остаюсь в ""Спартаке""», — заявил Абаскаль в ответ на вопрос о будущем в московской команде.
Ранее журналист Анхель Гарсия сообщил, что Абаскаль может возглавить испанский клуб «Кадис». По информации источника, 34-летний специалист является наиболее предпочтительным кандидатом на замену уволенному Серхио Гонсалесу.
Абаскаль возглавил «Спартак» летом 2022 года. В сезоне-2022/2023 команда под руководством испанца стала бронзовым призером чемпионата России.",4
"Нападающий «Жироны» и сборной Украины по футболу Артем Довбик оформил хет-трик в домашнем матче 21-го тура чемпионата Испании против «Севильи». Об этом сообщает корреспондент «Ленты.ру».
Встреча проходит в воскресенье, 21 января, в Каталонии. Гости вышли вперед на 10-й минуте благодаря голу Исаака Ромеро, однако после этого украинец забил три мяча за шесть минут.
На момент публикации новости в матче начался второй тайм. «Жирона» ведет со счетом 3:1. Если каталонцы доведут игру до победы, то выйдут на первое место в первенстве страны.
26-летний Довбик проводит 20-й матч в чемпионате Испании в нынешнем сезоне. На его счету 14 забитых мячей и пять результативных передач. В списке лучших бомбардиров украинец делит первое место с Джудом Беллингемом из «Реала», а по системе гол плюс пас является лучшим в лиге.",4
"Российский бизнесмен Дмитрий Рыболовлев задумался о продаже футбольного клуба «Монако». Об этом сообщает РБК.
Представитель семейного офиса миллиардера заявил, что тот начал процесс изучения стратегических возможностей в отношении своей доли в клубе. Это произошло после обращения от потенциально заинтересованных сторон.
В качестве эксклюзивного финансового консультанта по этому вопросу привлечена компания Raine Group (Raine). При этом подчеркивается, что нет никаких гарантий того, что после проведенного анализа произойдет какая-либо сделка.
Рыболовлев приобрел контрольный пакет акций «Монако» в 2011 году, в 2017-м команда выиграла чемпионат Франции. В составе монегасков выступает полузащитник сборной России Александр Головин.",4
"Мадридский «Реал» на своем поле обыграл «Альмерию» в матче 21-го тура испанской Ла Лиги. Об этом сообщает корреспондент «Ленты.ру».
Встреча прошла в воскресенье, 21 января, и завершилась со счетом 3:2. Гости благодаря голам Ларджи Рамазани и Эдгара Гонсалеса вели с преимуществом в два мяча, но хозяева отыгрались. Джуд Беллингем и Винисиус Жуниор восстановили равенство, а Даниэль Карвахаль не девятой добавленной минуте забил решающий мяч.
«Реал» благодаря победе набрал 51 очко и находится на первом месте в чемпионате Испании. «Альмерия» с шестью очками замыкает турнирную таблицу.
«Реал» в следующем туре 27 января на выезде сыграет с «Лас-Пальмасом». «Альмерия» днем раньше дома сыграет с «Алавесом».",4
"Главный тренер «Зенита» Сергей Семак заявил о том, что в команде не хватает российских футболистов. Его слова приводит сайт клуба.
«Российские игроки — будь то защитник, атакующий игрок или игрок центра поля — нам, конечно, не помешают. У нас есть Васильев, посмотрим, как он будет выглядеть, также мы взяли Ахметова в центр поля», — отметил Семак.
Он также высказался об уходе из команды Даниила Кругового. «С точки зрения игровой составляющей — это игрок обоймы с российским паспортом. Думаю, у нас есть, кому сыграть, кем заменить», — заявил тренер.
Ранее бывший футболист сборной России Юрий Жирков высказался о легионерах, выступающих за петербургский «Зенит». Экс-защитник назвал число бразильцев в команде слишком большим.
«Зенит» выиграл пять последних чемпионатов России подряд. В нынешнем сезоне Российской премьер-лиги (РПЛ) после 18 туров команда имеет в активе 36 очков и занимает второе место, отставая от лидирующего «Краснодара» на два очка.",4
"Нападающий саудовского «Аль-Насра» и сборной Португалии Криштиану Роналду раскритиковал премию «Золотой мяч», присуждаемую лучшему футболисту сезона. Его слова приводятся на странице Al Nassr Zone в соцсети X.
Спортсмен заявил, что награда теряет свой авторитет. По его мнению, для выбора лучшего игрока нужно анализировать весь сезон. «Я больше не верю в эти награды, и не потому, что я выиграл Globe Soccer Awards. Это факт, существуют цифры, и они не лгут», — подчеркнул он.
В 2023-м Роналду в общей сложности забил 54 мяча, из них десять — в составе национальной сборной.
Роналду — пятикратный обладатель «Золотого мяча». На его счету пять побед в Лиге чемпионов, а также чемпионские титулы в Англии, Испании и Италии. Вместе со сборной Португалии футболист стал чемпионом Европы 2016 года, серебряным и бронзовым призером континентального первенства, а также победителем Лиги наций УЕФА 2019 года.",4
"Бывший футболист сборной России и «Манчестер Юнайтед» Андрей Канчельскис раскритиковал отечественных игроков за жалобы на повышение цен на продукты. Его слова приводит Sport24.
Канчельскис осудил футболистов и назвал их поведение ужасным кощунством и полнейшим безобразием. «Им должно быть стыдно думать и начинать говорить о таких вещах. В наше время, когда я был футболистом, у людей были совершенно другие понятия и ценности. Никто из футболистов и других спортсменов не жаловался, хотя бывало, что мы недоедали. Довольствовались тем, что есть», — заявил он.
Ранее футболист «Зенита» Данил Круговой пожаловался на растущие цены при прежних зарплатах. «Уже хлеб стоит 100 рублей, хотя раньше рублей за 20 можно было купить. Значит, футболисты тоже ощущают рост цен? Да, конечно, как все люди», — рассказал он.
Вратарь «Краснодара» Станислав Агкацев также отметил повышение цен. «Яйца за 150 рублей? Это дорого. Народ у нас живет не так богато, чтобы покупать яйца за 150 рублей», — сказал он «РБ Спорт».",4
"Издание FourFourTwo составило список самых ненавистных людей в истории футбола. Об этом сообщает Telecomasia.net.
Самым ненавистным игроком назван бывший полузащитник английского «Манчестер Сити» Джои Бартон. Второе место занял бывший президент Международной федерации футбола (ФИФА) Йозеф Блаттер, третьим стал чемпион мира в составе сборной Германии Харальд Шумахер.
На четвертом месте расположился экс-глава Союза европейских футбольных ассоциаций Мишель Платини. Пятым стал бывший нападающий сборной Сенегала Эль-Хаджи Диуф.
В материале говорится, что Бартон был хорошим футболистом, однако отрицательным человеком. «Тушение зажженной сигары о глаз молодого игрока? Многочисленные акты агрессии как на поле, так и за его пределами? Откровенно отвратительные нападки в социальных сетях на женщин в футболе?» — указали журналисты.",4
