content,topic
"Ряд официальных лиц, политиков и чиновников России отреагировали на резонансный указ Владимира Зеленского об «исторически населенных украинцами» территориях РФ. Подписанный Зеленским документ, в котором говорилось о шести регионах — Краснодарском крае, Белгородской, Брянской, Воронежской, Курской, Ростовской областях, — стал поводом для насмешек над властями этой страны.
Дмитрий Медведев пошутил о присоединении к Украине Канады
Заместитель председателя Совета безопасности России высмеял указ Зеленского. Политик предположил, что при составлении и подписании документа украинский лидер был в неадекватном состоянии — под воздействием двойной дозы наркотиков.
Главному «украинцу» пора завязывать. Так он скоро Канаду присоединит
Дмитрий Медведев
заместитель председателя Совбеза РФ
При этом Медведев отметил, что, по его мнению, украинцев не существует, так как они на самом деле являются русскими. Поэтому, по его словам, вся территория Украины, названная политиком Малороссией, является землей русских.
В качестве подтверждения своих слов Медведев опубликовал карту Российской империи, граница которой захватывает и малороссийские земли.
В Курской области увидели в указе Зеленского не только повод для насмешек
По мнению губернатора Курской области Романа Старовойта, подписанный Зеленским документ был бы смешным, если бы не большое количество человеческих жизней, которые тот бросил в горнило войны для удержания власти.
Старовойт напомнил, что Курская область как особый регион имеет тысячелетнюю историю и упоминается еще в «Слове о полку Игореве», а также является родиной ряда духовных и моральных авторитетов русского народа, таких как Серафим Саровский и Феодосий Печерский.
«Курская область — русская земля, где свободно и безопасно чувствуют себя люди любой национальности, в том числе и украинцы. Все, кто честно живет и работает», — подчеркнул Старовойт.
Губернатор Курской области Роман Старовойт
Фото: Станислав Красильников / РИА Новости
В Крыму назвали указ Зеленского симптомом тяжелой болезни
Сенатор от республики Крым Ольга Ковитиди заявила, что указ Зеленского является продолжением неадекватного поведения киевских властей. Член Совфеда поставила в один ряд подписанный документ и псевдоисторические теории, согласно которым Черное море выкопали древние укры, а настоящее имя Чингисхана было Богдан.
«Что они там творят — разумному человеку представить сложно», — подчеркнула сенатор.
Ковитиди добавила, что неадекватное поведение киевских властей и искажение ими исторической правды подтверждают необходимость проведения специальной военной операции на территории Украины.
В Госдуме усмотрели нарушение Зеленским закона России
Депутат нижней палаты российского парламента, председатель комитета по безопасности Василий Пискарев в своем Telegram-канале заявил, что указ Зеленского мог бы послужить примером вреда наркотиков, однако, по мнению парламентария, предупреждения тому уже не помогут.
Российский депутат считает, что слова Зеленского подпадают под статью о «Публичных призывах к осуществлению действий, направленных на нарушение территориальной целостности РФ».
Также Пискарев вспомнил свое детство, проведенное в Курской области. Он рассказал, что в его деревне жители не делились по национальности и жили в мире и согласии. «С детства между нами, мальчишками, не было разницы, кто там русский, кто украинец. Все дружили. Один народ», — подытожил он.
Фото: Владимир Вяткин / РИА Новости
О чем говорится в указе Зеленского?
В подписанном документе говорится, что на территориях Кубани, Стародубщины, Северной и Восточной Слобожанщины в пределах современных Краснодарского края, Белгородской, Брянской, Воронежской, Курской, Ростовской областей исторически проживали украинцы.
Украинские власти заявили, что указ стал «возвращением правды об историческом прошлом ради украинского будущего». Также в документе содержится упоминание действий России, якобы направленных на уничтожение украинской национальной идентичности и нарушение их прав и свобод.",0
"Девятилетней девочке обожгли ногу во время трюка с жидким азотом в торгово-развлекательном центре (ТРЦ) «Калейдоскоп» на Сходненском шоссе в Москве. Об этом стало известно РЕН ТВ.
По данным телеканала, инцидент произошел 20 января. Девочка праздновала там день рождения.
Источник, знакомый с ситуацией, пояснил, что жидкий азот по неосторожности пролили на левую стопу ребенка. Несовершеннолетняя получила ожог.
Школьница обратилась в больницу спустя день, врачи уже оказали ей помощь. Другие обстоятельства инцидента устанавливаются, выяснил РЕН ТВ.
Ранее сообщалось, что в Петроградском районе Санкт-Петербурга 13-летний школьник получил ожоги при пожаре в квартире у крейсера «Аврора».
По предварительной версии, ребенок находился рядом с камином, от которого загорелась футболка.",0
"Пожар на газовом терминале компании «Новатэк» в Усть-Луге Ленинградской области полностью ликвидировали. Об этом сообщил глава администрации Кингисеппского района Юрий Запалатский в своем Telegram-канале.
«Возгорание полностью ликвидировано. На терминале ""Новатэк"" работы по тушению пожара завершены», — написал он.
Утром 21 января начался пожар на газовом терминале компании «Новатэк», расположенном рядом с Морским торговым портом в Усть-Луге Ленинградской области. В сети появилось видео, на котором видно, как над предприятием пролетает дрон самолетного типа.
Возгорание на производственном комплексе «Новатэк», по предварительным данным, произошло в результате внешнего воздействия. За три дня до этого в Ленинградской области впервые с начала специальной военной операции был замечен и перехвачен беспилотник Вооруженных сил Украины.",0
"Кондуктора из Самары перепутали с выбросившей кота Твикса проводницей поезда и затравили в сети — женщине начали поступать негативные сообщения от россиян. Об этом сообщает портал Daily Storm в своем Telegram-канале.
По данным издания, жительницу Самары завалили угрозами. В частности, она начала получать сообщения и комментарии, в которых ей желали быть выкинутой на мороз с «голой жопой».
Дочь россиянки отметила, что ее мать не имеет отношения к трагедии, случившейся с котом Твиксом, и уже написала заявление в полицию на авторов сообщений.
Проводница поезда, следовавшего из Екатеринбурга в Санкт-Петербург, выбросила кота одного из пассажиров на остановке в Кирове. Замерзшее домашнее животное нашли 20 января. Предположительно, Твикс неделю выживал на морозе. Хозяин кота заявил о готовности обратиться в суд.",0
"В Санкт-Петербурге три школьника решили прокатиться на тюбинге и попали в больницу. Об этом сообщает «Фонтанка».
Первый инцидент произошел в Орловском парке. Девятилетняя жительница Стрельны ударилась спиной во время катания. Ее доставили в детскую горбольницу № 1. Туда же попал 12-летний мальчик, который во время катания в парке в Красном Селе ударился об дерево и ушиб ногу.
Их отпустили в удовлетворительном состоянии. Третий случай произошел в Красносельском районе Петербурга, где спиной ударился девятилетний мальчик. Врачи диагностировали у него компрессионный перелом двух позвонков.
Ранее стало известно, что житель города Мытищи в Подмосковье привязал к своему автомобилю десяток тюбингов и поехал по дороге. На снятых очевидцами кадрах черный внедорожник движется по заснеженной автомобильной дороге на небольшой скорости. К открытому багажнику привязана вереница тюбингов с сидящими на них людьми.",0
"В Волгограде местные жительницы пожаловались на школу танцев Pole Dance «Мулен Руж», работающую с открытыми шторами напротив детской спортивной секции. По мнению россиянок, танцы на шесте «растлевают неокрепшие личности», пишет портал v1.ru.
«Нас не устраивает, что дети на все это смотрят. Зал борьбы и эту студию разделяет только дорога. Дети смеются, тычут пальцем и очень ярко обсуждают то, что видят. (...) Если это спорт — то занимайтесь в фитнес-центре тогда. А не растлевайте неокрепшие личности», — рассказала мать одного из детей, занимающегося в спортивной секции на стадионе «Динамо».
По ее мнению, в спортивные секции стадиона детей привозят в основном отцы. Мужчины, продолжила россиянка, выстраиваются в очередь и по полтора часа наблюдают за танцами на шестах. Она также отметила, что занятия можно увидеть каждый вечер.
В свою очередь, руководитель студии танцев «Мулен Руж» рассказала, что за десять лет работы школы подобных жалоб не было. «Мне бы очень хотелось бы, чтобы женщины были более уверены в себе. А обращать внимание на то, что другие женщины становятся красивее, занимаются собой… Это ревность, зависть», — приводит ее слова «Подъем».
Она также пообещала повесить шторы на окна студии.
Ранее жительница Москвы с синдромом карликовости решила пойти в эскорт, однако не смогла зарегистрироваться на сайте с такими услугами и обратилась в суд с иском о дискриминации. Отмечается, что 28-летняя девушка считает, что эскорт-услугами в Москве можно неплохо заработать, особенно с нестандартной внешностью.",0
"Удостоверения доверенных лиц кандидата в президенты Владимира Путина вручили в Москве в Гостином дворе. На данный момент их получили 16 человек, среди которых знаменитые спортсмены (например, Евгений Плющенко), актеры (Екатерина Гусева), музыканты и исполнители (Юрий Башмет, Николай Расторгуев, SHAMAN) и другие.
Певец SHAMAN после церемонии вручения удостоверений доверенным лицам кандидата в Президенты России Владимира Путина рассказал, почему согласился стать одним из них.
«Конечно же, согласился, потому что в такое непростое время для страны, да и для всего мира в целом Владимир Путин неотступно ведет нашу страну к Победе», — отметил исполнитель.
SHAMAN впервые стал доверенным лицом Путина на выборах, тогда как удостоверения получили и более опытные представители. Так, Николай Расторгуев уже в третий раз получил соответствующие документы.
«Я уже в третий раз стал доверенным лицом Владимира Путина. Я даже не раздумывал, я абсолютно искренне убежден, что это — единственный человек на историческом этапе, который может управлять страной. Другого просто нет, по крайней мере, пока», — сказал Расторгуев.
Евгений Плющенко подчеркнул, что благодаря Путину в России произошло множество позитивных перемен.
«Владимир Путин — это лидер, благодаря которому в стране произошло множество позитивных перемен, благодаря кому страна надежно защищена, каждый из нас надежно защищен. Сейчас непростое время, и он, как руководитель, как главнокомандующий ведет страну вперед, отстаивает свои наши позиции. Я лично знаком с Владимиром Путиным: много раз мы встречались. Я лично знаю нашего кандидата, считаю, что поддержать его — мой гражданский долг. Я не вижу другого человека, который может тянуть страну нашу вперед, направлять страну вперед. У Владимира Владимировича серьезная команда, лучшие в нашей стране деятели искусств, культуры, спорта, бизнесмены, ректоры и артисты», — отметил Плющенко.
Ранее Центризбирком зарегистрировал в качестве доверенных лиц Путина 346 человек, в их числе музыканты, артисты, спортсмены, общественные деятели. Пресс-секретарь избирательного штаба Александра Суворова сообщала, что подготовка документов на доверенных лиц продолжается, их общее число может достигнуть 600 человек.",0
"Российский кабмин отказался от создания Единого реестра воинского учета на базе «Гостеха» — единой цифровой платформы для госуслуг и информационных систем органов власти. Об этом сообщил Forbes, ссылаясь на решение правкомиссии по цифровому развитию по итогам заседания 22 декабря.
Как выяснило издание, вместо этого проект будут создавать с нуля в рамках Государственной единой облачной платформы («Гособлако»).
В аппарате вице-премьера Дмитрия Чернышенко репортеру Forbes пояснили, что в реестре воинского учета могут содержаться сведения, «размещение которых на базе ""Гостеха"" не предусмотрено действующим законодательством».
Источник издания, которому известен ход реализации проектов «Гостеха», допустил в разговоре, что сроки создания реестра военнообязанных могут увеличиться.
Как передавал РБК, в 2022 году Счетная палата обращала внимание на риски при создании системы «Гостех». Аудиторы тогда подчеркивали, что государственные информационные системы в России слабо согласованы друг с другом. По их мнению, это происходит из-за недостатка квалифицированных сотрудников.
Ранее сообщалось, что IT-специалисты могут подать заявку на отсрочку от весеннего призыва в армию в 2024 году с 22 января по 6 февраля.",0
"В Екатеринбурге в ходе рейда на стройке силовики заставили рабочих-мигрантов ходить гуськом. Об этом сообщает портал Ura.Ru, видео опубликовано в сообществе «Видео Ura.Ru» во «ВКонтакте».
На выложенных кадрах видно, как группа рабочих из восьми человек идет по снегу на корточках, положив руки на плечи друг другу под контролем человека в черной форме и балаклаве. Известно, что в рейде принимали участие сотрудники УФСБ, УМВД и Росгвардии. Предположительно, они заставили мигрантов ходить гуськом из-за того, что несколько их коллег успели убежать во время рейда.
Уполномоченная по правам человека региона Татьяна Мерзлякова заявила изданию, что разберется в этом инциденте, и отметила, что ей трудно поверить в случившееся. Она добавила, что такие случаи нехарактерны для региона.
Ранее сообщалось, что вооруженные автоматами сотрудники полиции провели рейд в мечети Екатеринбурга во время молитвы. Мусульманам пришлось продолжить молитву в грязном снегу на улице.",0
"Совершение намаза в России в общественных местах — провокация и проявление радикализма. Об этом в своем Telegram-канале заявил член Совета по правам человека при президенте Кирилл Кабанов.
Общественник заявил, что, молясь в публичных местах, мусульмане бросают вызов всем представителям иных конфессий.
«На проведение таких акций малограмотных и агрессивно настроенных людей толкают псевдоимамы — не просто проповедники ваххабизма, а фактически специально обученные провокаторы», — высказал своем мнение Кабанов.
По словам общественника, у регионов есть возможность снизить градус напряженности и ввести ограничение на совершение религиозных обрядов в общественных местах.
Ранее сообщалось, что в российском городе водитель автобуса прервал поездку на 40 минут из-за намаза.",0
